Type,AmbientR,AmbientG,AmbientB,DiffuseR,DiffuseG,DiffuseB,SpecularR,SpecularG,SpecularB,SpecularA,PosX,PosY,PosZ,ToneCurveBegin,ToneCurveEnd,ToneCurveBlendRate,ÉRÉÅÉìÉg
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,200,30,130,0.35,0.5,0.8,0
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,200,30,130,0.35,0.5,0.8,1
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,200,30,130,0.35,0.5,0.8,2
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,200,30,130,0.35,0.5,0.8,3
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,50,35,55,0.35,0.5,0.8,4
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,200,30,-60,0.35,0.5,0.8,5
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,200,35,80,0.35,0.5,0.8,6
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,70,30,200,0.35,0.5,0.8,7
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,65,35,160,0.35,0.5,0.8,8
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,65,35,160,0.35,0.5,0.8,9
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,150,30,30,0.35,0.5,0.8,10
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,165,30,85,0.35,0.5,0.8,11
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,120,10,200,0.35,0.5,0.8,12
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,-50,30,200,0.35,0.5,0.8,13
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,30,30,80,0.35,0.5,0.8,14
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,30,30,80,0.35,0.5,0.8,15
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,,,,0.35,0.5,0.8,16
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,150,30,30,0.35,0.5,0.8,17
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,92,30,120,0.35,0.5,0.8,18
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,92,30,120,0.35,0.5,0.8,19
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,107,30,130,0.35,0.5,0.8,20
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,30,30,200,0.35,0.5,0.8,21
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,150,30,130,0.35,0.5,0.8,22
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,150,30,130,0.35,0.5,0.8,23
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,150,30,130,0.35,0.5,0.8,24
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,150,30,130,0.35,0.5,0.8,25
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,150,30,130,0.35,0.5,0.8,26
PARALLEL,0.6,0.5,0.5,1.1,0.95,0.95,1.5,1.5,1.5,1,150,30,130,0.35,0.5,0.8,27
