Type,AmbientR,AmbientG,AmbientB,DiffuseR,DiffuseG,DiffuseB,SpecularR,SpecularG,SpecularB,SpecularA,PosX,PosY,PosZ,ToneCurveBegin,ToneCurveEnd,ToneCurveBlendRate,ÉRÉÅÉìÉg
PARALLEL,1,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0
PARALLEL,2,0,0,1.16,1.16,1.16,0,0,0,1,1,1,0,0,0,0,1
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,5,2,5,0.35,0.55,0.6,2
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,5,3,5,0.35,0.55,0.6,3
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,5,0,4,0.35,0.55,0.6,4
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,5,3,4,0.35,0.55,0.6,5
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,5,2,-4,0.35,0.55,0.6,6
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,0,1,5,0.35,0.55,0.6,7
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,5,0,0,0.35,0.55,0.6,8
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,1,0,5,0.35,0.55,0.6,9
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,1,0,5,0.35,0.55,0.6,10
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,5,0,1,0.35,0.55,0.6,11
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,1,3,3,0.35,0.55,0.6,12
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,3,2,5,0.35,0.55,0.6,13
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,5,7,5,0.35,0.55,0.6,14
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,-2.5,2,-0.5,0.35,0.55,0.6,15
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,0,3,3,0.35,0.55,0.6,16
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,-15,2,5,0.35,0.55,0.6,17
PARALLEL,0.6,0,0.4,1.16,0.86,1.02,1.8,1.11,1.54,1,,,,0.35,0.55,0.6,18
