Type,AmbientR,AmbientG,AmbientB,DiffuseR,DiffuseG,DiffuseB,SpecularR,SpecularG,SpecularB,SpecularA,PosX,PosY,PosZ,ToneCurveBegin,ToneCurveEnd,ToneCurveBlendRate,ÉRÉÅÉìÉg
PARALLEL,1,1,1,1.06,1.06,1.06,1.8,1.8,1.8,1,-14,8,-30,0.3,0.5,0,0
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-55,0.35,0.45,0.8,1
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1,1,1,1,,,,0.35,0.45,0.8,2
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1,1,1,1,200,8,-170,0.35,0.45,0.8,3
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,-30,-50,0.35,0.45,0.8,4
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-170,0.35,0.45,0.8,5
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,150,-15,75,0.35,0.45,0.8,6
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-30,0.35,0.45,0.8,7
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,,,,0.35,0.45,0.8,8
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,115,35,-120,0.35,0.45,0.8,9
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-170,0.35,0.45,0.8,10
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-170,0.35,0.45,0.8,11
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-160,0.35,0.45,0.8,12
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,,,,0.35,0.45,0.8,13
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-170,0.35,0.45,0.8,14
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-45,0.35,0.45,0.8,15
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-120,0.35,0.45,0.8,16
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,138,8,-200,0.35,0.45,0.8,17
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-170,0.35,0.45,0.8,18
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-65,0.35,0.45,0.8,19
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,195,80,-145,0.35,0.45,0.8,20
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,,,,0.35,0.45,0.8,21
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-8,0.35,0.45,0.8,22
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-170,0.35,0.45,0.8,23
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,195,3,-110,0.35,0.45,0.8,24
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-170,0.35,0.45,0.8,25
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-170,0.35,0.45,0.8,26
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,90,8,200,0.35,0.45,0.8,27
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,-42,-5,-200,0.35,0.45,0.8,28
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-95,0.35,0.45,0.8,29
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,,,,0.35,0.45,0.8,30
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,100,50,-120,0.35,0.45,0.8,31
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,,,,0.35,0.45,0.8,32
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-170,0.35,0.45,0.8,33
PARALLEL,0.4,0.3,0.3,0.7,0.6,0.6,1.8,1.8,1.8,1,,,,0.35,0.45,0.8,34
PARALLEL,0.6,0.5,0.5,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-170,0.35,0.45,0.8,35
PARALLEL,0.6,0.5,0.5,0.7,0.6,0.6,1.8,1.8,1.8,1,200,8,-70,0.35,0.45,0.8,36
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,-106,0.35,0.45,0.8,37
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,25,0.35,0.45,0.8,38
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,-30,0.35,0.45,0.8,39
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,135,0.35,0.45,0.8,40
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,-30,0.35,0.45,0.8,41
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,-30,0.35,0.45,0.8,42
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,105,-12,65,0.35,0.45,0.8,43
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,-30,0.35,0.45,0.8,44
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,-30,0.35,0.45,0.8,45
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,138,0.35,0.45,0.8,46
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,47
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,48
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,49
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,50
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,,,,0.35,0.45,0.8,51
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,52
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,53
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,185,30,173,0.35,0.45,0.8,54
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,55
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,,,,0.35,0.45,0.8,56
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,,,,0.35,0.45,0.8,57
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,58
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,59
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,60
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,61
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,62
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,63
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,64
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,65
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,66
PARALLEL,0.4,0.1,0.3,1,0.7,0.9,1.6,1.2,1.4,1,200,30,140,0.35,0.45,0.8,67
PARALLEL,0.7,0.6,0.8,1.1,1.06,1.2,1.7,1.6,1.8,1,-200,8,200,0.35,0.45,0.8,68
PARALLEL,0.7,0.6,0.8,1.1,1.06,1.2,1.7,1.6,1.8,1,-200,8,200,0.35,0.45,0.8,69
PARALLEL,0.7,0.6,0.8,1.1,1.06,1.2,1.7,1.6,1.8,1,-200,8,200,0.35,0.45,0.8,70
PARALLEL,0.7,0.6,0.8,1.1,1.06,1.2,1.7,1.6,1.8,1,,,,0.35,0.45,0.8,71
